Edge		Weight
58 - 37		7
58 - 38		8
58 - 39		8
58 - 40		9
58 - 41		9
58 - 42		8
58 - 43		8
58 - 44		6
58 - 45		5
58 - 46		7
58 - 47		8
58 - 48		7
58 - 49		8
58 - 50		9
58 - 51		8
58 - 52		1
58 - 53		8
58 - 54		7
58 - 55		8
58 - 56		9
58 - 57		10
58 - 59		7
59 - 0		4
59 - 1		9
59 - 2		7
59 - 3		7
59 - 4		7
59 - 5		7
59 - 6		9
59 - 7		9
59 - 8		9
59 - 9		9
59 - 10		7
59 - 11		7
59 - 12		7
59 - 13		7
59 - 14		7
59 - 15		7
59 - 16		7
59 - 17		5
59 - 18		7
59 - 19		7
59 - 20		5
59 - 21		7
59 - 22		8
59 - 23		6
59 - 24		7
59 - 25		8
59 - 26		8
59 - 27		9
59 - 28		9
59 - 29		9
59 - 30		7
59 - 31		7
59 - 32		7
59 - 33		7
59 - 34		5
59 - 35		5
59 - 36		4
59 - 37		6
59 - 38		5
59 - 39		7
59 - 40		8
59 - 41		8
59 - 42		9
59 - 43		9
59 - 44		7
59 - 45		4
59 - 46		2
59 - 47		3
59 - 48		6
59 - 49		7
59 - 50		8
59 - 51		9
59 - 52		6
59 - 53		1
59 - 54		6
59 - 55		7
59 - 56		8
59 - 57		9
59 - 58		7
59 - 60		5
60 - 0		3
60 - 1		8
60 - 2		8
60 - 3		6
60 - 4		6
60 - 5		6
60 - 6		8
60 - 7		8
60 - 8		8
60 - 9		8
60 - 10		8
60 - 11		8
60 - 12		8
60 - 13		8
60 - 14		6
60 - 15		6
60 - 16		6
60 - 17		6
60 - 18		6
60 - 19		6
60 - 20		6
60 - 21		4
60 - 22		7
60 - 23		5
60 - 24		6
60 - 25		7
60 - 26		7
60 - 27		8
60 - 28		8
60 - 29		8
60 - 30		8
60 - 31		8
60 - 32		8
60 - 33		6
60 - 34		6
60 - 35		6
60 - 36		5
60 - 37		3
60 - 38		2
60 - 39		6
60 - 40		7
60 - 41		7
60 - 42		8
60 - 43		8
60 - 44		8
60 - 45		5
60 - 46		5
60 - 47		4
60 - 48		5
60 - 49		6
60 - 50		7
60 - 51		8
60 - 52		7
60 - 53		4
60 - 54		1
60 - 55		6
60 - 56		7
60 - 57		8
60 - 58		8
60 - 59		5
60 - 61		6
61 - 0		3
61 - 1		6
61 - 2		6
61 - 3		6
61 - 4		8
61 - 5		8
61 - 6		6
61 - 7		6
61 - 8		6
61 - 9		6
61 - 10		4
61 - 11		6
61 - 12		6
61 - 13		6
61 - 14		8
61 - 15		8
61 - 16		8
61 - 17		8
61 - 18		8
61 - 19		8
61 - 20		8
61 - 21		8
61 - 22		5
61 - 23		7
61 - 24		4
61 - 25		5
61 - 26		5
61 - 27		4
61 - 28		4
61 - 29		6
61 - 30		8
61 - 31		8
61 - 32		8
61 - 33		8
61 - 34		8
61 - 35		8
61 - 36		7
61 - 37		7
61 - 38		6
61 - 39		4
61 - 40		3
61 - 41		3
61 - 42		8
61 - 43		8
61 - 44		8
61 - 45		7
61 - 46		7
61 - 47		6
61 - 48		3
61 - 49		2
61 - 50		7
61 - 51		8
61 - 52		7
61 - 53		6
61 - 54		5
61 - 55		2
61 - 56		3
61 - 57		8
61 - 58		8
61 - 59		7
61 - 60		6
61 - 62		1
62 - 0		4
62 - 1		7
62 - 2		7
62 - 3		7
62 - 4		7
62 - 5		9
62 - 6		7
62 - 7		7
62 - 8		7
62 - 9		7
62 - 10		5
62 - 11		7
62 - 12		7
62 - 13		7
62 - 14		7
62 - 15		7
62 - 16		7
62 - 17		7
62 - 18		9
62 - 19		9
62 - 20		9
62 - 21		9
62 - 22		6
62 - 23		8
62 - 24		5
62 - 25		6
62 - 26		6
62 - 27		5
62 - 28		5
62 - 29		7
62 - 30		7
62 - 31		7
62 - 32		7
62 - 33		9
62 - 34		9
62 - 35		9
62 - 36		8
62 - 37		8
62 - 38		7
62 - 39		5
62 - 40		4
62 - 41		4
62 - 42		7
62 - 43		7
62 - 44		9
62 - 45		8
62 - 46		8
62 - 47		7
62 - 48		4
62 - 49		3
62 - 50		6
62 - 51		9
62 - 52		8
62 - 53		7
62 - 54		6
62 - 55		3
62 - 56		2
62 - 57		7
62 - 58		9
62 - 59		8
62 - 60		7
62 - 61		1
62 - 63		5
63 - 0		5
63 - 1		8
63 - 2		8
63 - 3		8
63 - 4		8
63 - 5		8
63 - 6		8
63 - 7		6
63 - 8		8
63 - 9		8
63 - 10		8
63 - 11		8
63 - 12		8
63 - 13		8
63 - 14		6
63 - 15		8
63 - 16		8
63 - 17		8
63 - 18		8
63 - 19		8
63 - 20		8
63 - 21		8
63 - 22		7
63 - 23		9
63 - 24		6
63 - 25		7
63 - 26		5
63 - 27		8
63 - 28		8
63 - 29		8
63 - 30		6
63 - 31		6
63 - 32		8
63 - 33		8
63 - 34		8
63 - 35		8
63 - 36		9
63 - 37		9
63 - 38		8
63 - 39		4
63 - 40		5
63 - 41		7
63 - 42		6
63 - 43		6
63 - 44		8
63 - 45		9
63 - 46		9
63 - 47		8
63 - 48		7
63 - 49		4
63 - 50		5
63 - 51		8
63 - 52		9
63 - 53		8
63 - 54		7
63 - 55		8
63 - 56		3
63 - 57		4
63 - 58		10
63 - 59		9
63 - 60		8
63 - 61		6
63 - 62		5
63 - 64		6
64 - 0		5
64 - 1		8
64 - 2		8
64 - 3		8
64 - 4		8
64 - 5		8
64 - 6		8
64 - 7		8
64 - 8		6
64 - 9		8
64 - 10		8
64 - 11		6
64 - 12		8
64 - 13		8
64 - 14		8
64 - 15		8
64 - 16		8
64 - 17		8
64 - 18		6
64 - 19		8
64 - 20		8
64 - 21		8
64 - 22		7
64 - 23		9
64 - 24		8
64 - 25		7
64 - 26		7
64 - 27		6
64 - 28		8
64 - 29		6
64 - 30		8
64 - 31		8
64 - 32		8
64 - 33		6
64 - 34		6
64 - 35		8
64 - 36		9
64 - 37		9
64 - 38		8
64 - 39		8
64 - 40		7
64 - 41		5
64 - 42		6
64 - 43		8
64 - 44		6
64 - 45		9
64 - 46		9
64 - 47		8
64 - 48		7
64 - 49		8
64 - 50		3
64 - 51		6
64 - 52		9
64 - 53		8
64 - 54		7
64 - 55		8
64 - 56		9
64 - 57		2
64 - 58		10
64 - 59		9
64 - 60		8
64 - 61		8
64 - 62		9
64 - 63		6
64 - 65		2
65 - 0		5
65 - 1		8
65 - 2		8
65 - 3		8
65 - 4		8
65 - 5		8
65 - 6		8
65 - 7		8
65 - 8		6
65 - 9		8
65 - 10		8
65 - 11		8
65 - 12		8
65 - 13		8
65 - 14		8
65 - 15		6
65 - 16		8
65 - 17		8
65 - 18		6
65 - 19		8
65 - 20		8
65 - 21		8
65 - 22		7
65 - 23		9
65 - 24		8
65 - 25		7
65 - 26		7
65 - 27		6
65 - 28		8
65 - 29		8
65 - 30		8
65 - 31		8
65 - 32		6
65 - 33		6
65 - 34		6
65 - 35		8
65 - 36		9
65 - 37		9
65 - 38		8
65 - 39		8
65 - 40		7
65 - 41		5
65 - 42		8
65 - 43		8
65 - 44		4
65 - 45		9
65 - 46		9
65 - 47		8
65 - 48		7
65 - 49		8
65 - 50		5
65 - 51		4
65 - 52		9
65 - 53		8
65 - 54		7
65 - 55		8
65 - 56		9
65 - 57		4
65 - 58		10
65 - 59		9
65 - 60		8
65 - 61		8
65 - 62		9
65 - 63		8
65 - 64		2
65 - 66		4
66 - 0		5
66 - 1		8
66 - 2		8
66 - 3		8
66 - 4		8
66 - 5		8
66 - 6		8
66 - 7		8
66 - 8		8
66 - 9		8
66 - 10		8
66 - 11		8
66 - 12		6
66 - 13		8
66 - 14		8
66 - 15		6
66 - 16		8
66 - 17		8
66 - 18		8
66 - 19		8
66 - 20		8
66 - 21		8
66 - 22		7
66 - 23		7
66 - 24		8
66 - 25		7
66 - 26		7
66 - 27		8
66 - 28		8
66 - 29		8
66 - 30		6
66 - 31		8
66 - 32		6
66 - 33		8
66 - 34		8
66 - 35		8
66 - 36		7
66 - 37		7
66 - 38		8
66 - 39		8
66 - 40		7
66 - 41		7
66 - 42		8
66 - 43		6
66 - 44		6
66 - 45		7
66 - 46		7
66 - 47		8
66 - 48		7
66 - 49		8
66 - 50		7
66 - 51		4
66 - 52		7
66 - 53		8
66 - 54		7
66 - 55		8
66 - 56		9
66 - 57		8
66 - 58		8
66 - 59		9
66 - 60		8
66 - 61		8
66 - 62		9
66 - 63		10
66 - 64		6
66 - 65		4
66 - 67		4
67 - 0		5
67 - 1		8
67 - 2		8
67 - 3		8
67 - 4		8
67 - 5		8
67 - 6		8
67 - 7		8
67 - 8		8
67 - 9		6
67 - 10		8
67 - 11		8
67 - 12		6
67 - 13		8
67 - 14		8
67 - 15		8
67 - 16		8
67 - 17		8
67 - 18		8
67 - 19		6
67 - 20		8
67 - 21		8
67 - 22		9
67 - 23		7
67 - 24		8
67 - 25		9
67 - 26		9
67 - 27		8
67 - 28		6
67 - 29		6
67 - 30		6
67 - 31		8
67 - 32		8
67 - 33		8
67 - 34		8
67 - 35		6
67 - 36		7
67 - 37		7
67 - 38		8
67 - 39		8
67 - 40		9
67 - 41		9
67 - 42		6
67 - 43		4
67 - 44		8
67 - 45		5
67 - 46		7
67 - 47		8
67 - 48		7
67 - 49		8
67 - 50		9
67 - 51		4
67 - 52		5
67 - 53		8
67 - 54		7
67 - 55		8
67 - 56		9
67 - 57		10
67 - 58		4
67 - 59		9
67 - 60		8
67 - 61		8
67 - 62		9
67 - 63		10
67 - 64		10
67 - 65		8
67 - 66		4
67 - 68		8
68 - 0		5
68 - 1		8
68 - 2		8
68 - 3		8
68 - 4		8
68 - 5		8
68 - 6		8
68 - 7		8
68 - 8		8
68 - 9		8
68 - 10		8
68 - 11		8
68 - 12		8
68 - 13		6
68 - 14		8
68 - 15		8
68 - 16		8
68 - 17		8
68 - 18		8
68 - 19		8
68 - 20		6
68 - 21		8
68 - 22		9
68 - 23		7
68 - 24		8
68 - 25		9
68 - 26		9
68 - 27		8
68 - 28		8
68 - 29		8
68 - 30		8
68 - 31		6
68 - 32		6
68 - 33		8
68 - 34		8
68 - 35		8
68 - 36		5
68 - 37		7
68 - 38		6
68 - 39		8
68 - 40		9
68 - 41		9
68 - 42		8
68 - 43		8
68 - 44		6
68 - 45		7
68 - 46		5
68 - 47		4
68 - 48		7
68 - 49		8
68 - 50		9
68 - 51		8
68 - 52		5
68 - 53		4
68 - 54		7
68 - 55		8
68 - 56		9
68 - 57		10
68 - 58		4
68 - 59		3
68 - 60		8
68 - 61		8
68 - 62		9
68 - 63		10
68 - 64		10
68 - 65		10
68 - 66		10
68 - 67		8
68 - 69		5
69 - 0		4
69 - 1		9
69 - 2		7
69 - 3		7
69 - 4		7
69 - 5		7
69 - 6		9
69 - 7		9
69 - 8		9
69 - 9		9
69 - 10		7
69 - 11		7
69 - 12		7
69 - 13		7
69 - 14		7
69 - 15		7
69 - 16		7
69 - 17		5
69 - 18		7
69 - 19		7
69 - 20		7
69 - 21		7
69 - 22		8
69 - 23		6
69 - 24		7
69 - 25		8
69 - 26		8
69 - 27		9
69 - 28		9
69 - 29		9
69 - 30		7
69 - 31		7
69 - 32		7
69 - 33		7
69 - 34		5
69 - 35		5
69 - 36		6
69 - 37		6
69 - 38		5
69 - 39		7
69 - 40		8
69 - 41		8
69 - 42		9
69 - 43		9
69 - 44		7
69 - 45		4
69 - 46		4
69 - 47		5
69 - 48		6
69 - 49		7
69 - 50		8
69 - 51		9
69 - 52		6
69 - 53		3
69 - 54		4
69 - 55		7
69 - 56		8
69 - 57		9
69 - 58		7
69 - 59		2
69 - 60		3
69 - 61		7
69 - 62		8
69 - 63		9
69 - 64		9
69 - 65		9
69 - 66		9
69 - 67		9
69 - 68		5
69 - 70		1
70 - 0		3
70 - 1		8
70 - 2		8
70 - 3		6
70 - 4		6
70 - 5		6
70 - 6		8
70 - 7		8
70 - 8		8
70 - 9		8
70 - 10		8
70 - 11		8
70 - 12		8
70 - 13		8
70 - 14		6
70 - 15		6
70 - 16		6
70 - 17		4
70 - 18		6
70 - 19		6
70 - 20		6
70 - 21		6
70 - 22		7
70 - 23		5
70 - 24		6
70 - 25		7
70 - 26		7
70 - 27		8
70 - 28		8
70 - 29		8
70 - 30		8
70 - 31		8
70 - 32		8
70 - 33		6
70 - 34		4
70 - 35		4
70 - 36		5
70 - 37		5
70 - 38		4
70 - 39		6
70 - 40		7
70 - 41		7
70 - 42		8
70 - 43		8
70 - 44		8
70 - 45		3
70 - 46		3
70 - 47		4
70 - 48		5
70 - 49		6
70 - 50		7
70 - 51		8
70 - 52		7
70 - 53		2
70 - 54		3
70 - 55		6
70 - 56		7
70 - 57		8
70 - 58		8
70 - 59		3
70 - 60		2
70 - 61		6
70 - 62		7
70 - 63		8
70 - 64		8
70 - 65		8
70 - 66		8
70 - 67		8
70 - 68		6
70 - 69		1
70 - 71		8
71 - 0		5
71 - 1		8
71 - 2		8
71 - 3		8
71 - 4		8
71 - 5		8
71 - 6		8
71 - 7		8
71 - 8		8
71 - 9		8
71 - 10		8
71 - 11		6
71 - 12		8
71 - 13		8
71 - 14		8
71 - 15		8
71 - 16		8
71 - 17		8
71 - 18		6
71 - 19		8
71 - 20		8
71 - 21		8
71 - 22		7
71 - 23		9
71 - 24		6
71 - 25		7
71 - 26		7
71 - 27		8
71 - 28		8
71 - 29		6
71 - 30		8
71 - 31		8
71 - 32		8
71 - 33		6
71 - 34		6
71 - 35		8
71 - 36		9
71 - 37		9
71 - 38		8
71 - 39		6
71 - 40		7
71 - 41		7
71 - 42		6
71 - 43		8
71 - 44		6
71 - 45		9
71 - 46		9
71 - 47		8
71 - 48		7
71 - 49		6
71 - 50		5
71 - 51		6
71 - 52		9
71 - 53		8
71 - 54		7
71 - 55		8
71 - 56		7
71 - 57		4
71 - 58		10
71 - 59		9
71 - 60		8
71 - 61		8
71 - 62		9
71 - 63		4
71 - 64		2
71 - 65		4
71 - 66		8
71 - 67		10
71 - 68		10
71 - 69		9
71 - 70		8
71 - 72		6
72 - 0		5
72 - 1		8
72 - 2		8
72 - 3		8
72 - 4		8
72 - 5		8
72 - 6		8
72 - 7		8
72 - 8		6
72 - 9		8
72 - 10		8
72 - 11		8
72 - 12		8
72 - 13		8
72 - 14		8
72 - 15		6
72 - 16		8
72 - 17		8
72 - 18		8
72 - 19		8
72 - 20		8
72 - 21		8
72 - 22		7
72 - 23		7
72 - 24		8
72 - 25		7
72 - 26		7
72 - 27		6
72 - 28		8
72 - 29		8
72 - 30		8
72 - 31		8
72 - 32		6
72 - 33		8
72 - 34		8
72 - 35		8
72 - 36		7
72 - 37		7
72 - 38		8
72 - 39		8
72 - 40		7
72 - 41		5
72 - 42		8
72 - 43		8
72 - 44		6
72 - 45		7
72 - 46		7
72 - 47		8
72 - 48		7
72 - 49		8
72 - 50		5
72 - 51		6
72 - 52		7
72 - 53		8
72 - 54		7
72 - 55		8
72 - 56		9
72 - 57		6
72 - 58		8
72 - 59		9
72 - 60		8
72 - 61		8
72 - 62		9
72 - 63		10
72 - 64		4
72 - 65		2
72 - 66		2
72 - 67		6
72 - 68		10
72 - 69		9
72 - 70		8
72 - 71		6
72 - 73		4
73 - 0		5
73 - 1		8
73 - 2		8
73 - 3		8
73 - 4		8
73 - 5		8
73 - 6		8
73 - 7		8
73 - 8		8
73 - 9		8
73 - 10		8
73 - 11		8
73 - 12		6
73 - 13		8
73 - 14		8
73 - 15		8
73 - 16		8
73 - 17		8
73 - 18		8
73 - 19		6
73 - 20		8
73 - 21		8
73 - 22		7
73 - 23		7
73 - 24		8
73 - 25		7
73 - 26		7
73 - 27		8
73 - 28		8
73 - 29		8
73 - 30		6
73 - 31		8
73 - 32		8
73 - 33		8
73 - 34		8
73 - 35		6
73 - 36		7
73 - 37		7
73 - 38		8
73 - 39		8
73 - 40		7
73 - 41		7
73 - 42		8
73 - 43		6
73 - 44		8
73 - 45		5
73 - 46		7
73 - 47		8
73 - 48		7
73 - 49		8
73 - 50		7
73 - 51		6
73 - 52		5
73 - 53		8
73 - 54		7
73 - 55		8
73 - 56		9
73 - 57		8
73 - 58		6
73 - 59		9
73 - 60		8
73 - 61		8
73 - 62		9
73 - 63		10
73 - 64		8
73 - 65		6
73 - 66		2
73 - 67		2
73 - 68		10
73 - 69		9
73 - 70		8
73 - 71		10
73 - 72		4
73 - 74		6
74 - 0		5
74 - 1		8
74 - 2		8
74 - 3		8
74 - 4		8
74 - 5		8
74 - 6		8
74 - 7		8
74 - 8		8
74 - 9		6
74 - 10		8
74 - 11		8
74 - 12		8
74 - 13		8
74 - 14		8
74 - 15		8
74 - 16		6
74 - 17		8
74 - 18		8
74 - 19		8
74 - 20		8
74 - 21		8
74 - 22		9
74 - 23		7
74 - 24		8
74 - 25		9
74 - 26		9
74 - 27		8
74 - 28		6
74 - 29		6
74 - 30		8
74 - 31		8
74 - 32		8
74 - 33		6
74 - 34		8
74 - 35		8
74 - 36		7
74 - 37		7
74 - 38		6
74 - 39		8
74 - 40		9
74 - 41		9
74 - 42		6
74 - 43		6
74 - 44		8
74 - 45		7
74 - 46		7
74 - 47		6
74 - 48		7
74 - 49		8
74 - 50		9
74 - 51		6
74 - 52		5
74 - 53		6
74 - 54		7
74 - 55		8
74 - 56		9
74 - 57		10
74 - 58		4
74 - 59		7
74 - 60		8
74 - 61		8
74 - 62		9
74 - 63		10
74 - 64		10
74 - 65		10
74 - 66		8
74 - 67		4
74 - 68		4
74 - 69		9
74 - 70		8
74 - 71		10
74 - 72		10
74 - 73		6
74 - 75		9
75 - 0		4
75 - 1		7
75 - 2		7
75 - 3		7
75 - 4		7
75 - 5		9
75 - 6		5
75 - 7		7
75 - 8		7
75 - 9		7
75 - 10		7
75 - 11		7
75 - 12		7
75 - 13		7
75 - 14		7
75 - 15		7
75 - 16		7
75 - 17		7
75 - 18		9
75 - 19		9
75 - 20		9
75 - 21		9
75 - 22		6
75 - 23		8
75 - 24		3
75 - 25		4
75 - 26		6
75 - 27		7
75 - 28		7
75 - 29		7
75 - 30		7
75 - 31		7
75 - 32		7
75 - 33		9
75 - 34		9
75 - 35		9
75 - 36		8
75 - 37		8
75 - 38		7
75 - 39		5
75 - 40		6
75 - 41		6
75 - 42		7
75 - 43		7
75 - 44		9
75 - 45		8
75 - 46		8
75 - 47		7
75 - 48		2
75 - 49		5
75 - 50		6
75 - 51		9
75 - 52		8
75 - 53		7
75 - 54		6
75 - 55		1
75 - 56		4
75 - 57		7
75 - 58		9
75 - 59		8
75 - 60		7
75 - 61		3
75 - 62		2
75 - 63		7
75 - 64		9
75 - 65		9
75 - 66		9
75 - 67		9
75 - 68		9
75 - 69		8
75 - 70		7
75 - 71		9
75 - 72		9
75 - 73		9
75 - 74		9
75 - 76		3
76 - 0		5
76 - 1		8
76 - 2		8
76 - 3		8
76 - 4		8
76 - 5		8
76 - 6		8
76 - 7		8
76 - 8		8
76 - 9		8
76 - 10		6
76 - 11		8
76 - 12		8
76 - 13		8
76 - 14		8
76 - 15		8
76 - 16		8
76 - 17		8
76 - 18		8
76 - 19		8
76 - 20		8
76 - 21		8
76 - 22		7
76 - 23		9
76 - 24		6
76 - 25		7
76 - 26		7
76 - 27		6
76 - 28		6
76 - 29		8
76 - 30		8
76 - 31		8
76 - 32		8
76 - 33		8
76 - 34		8
76 - 35		8
76 - 36		9
76 - 37		9
76 - 38		8
76 - 39		6
76 - 40		5
76 - 41		5
76 - 42		8
76 - 43		8
76 - 44		8
76 - 45		9
76 - 46		9
76 - 47		8
76 - 48		5
76 - 49		4
76 - 50		7
76 - 51		8
76 - 52		9
76 - 53		8
76 - 54		7
76 - 55		4
76 - 56		3
76 - 57		6
76 - 58		10
76 - 59		9
76 - 60		8
76 - 61		2
76 - 62		1
76 - 63		4
76 - 64		8
76 - 65		8
76 - 66		10
76 - 67		10
76 - 68		10
76 - 69		9
76 - 70		8
76 - 71		8
76 - 72		10
76 - 73		10
76 - 74		10
76 - 75		3
76 - 77		2
77 - 0		5
77 - 1		8
77 - 2		8
77 - 3		8
77 - 4		8
77 - 5		8
77 - 6		8
77 - 7		8
77 - 8		8
77 - 9		8
77 - 10		8
77 - 11		8
77 - 12		8
77 - 13		8
77 - 14		6
77 - 15		8
77 - 16		8
77 - 17		8
77 - 18		8
77 - 19		8
77 - 20		8
77 - 21		8
77 - 22		7
77 - 23		9
77 - 24		6
77 - 25		7
77 - 26		7
77 - 27		8
77 - 28		8
77 - 29		8
77 - 30		6
77 - 31		6
77 - 32		8
77 - 33		8
77 - 34		8
77 - 35		8
77 - 36		9
77 - 37		9
77 - 38		8
77 - 39		6
77 - 40		7
77 - 41		7
77 - 42		6
77 - 43		6
77 - 44		8
77 - 45		9
77 - 46		9
77 - 47		8
77 - 48		5
77 - 49		6
77 - 50		5
77 - 51		8
77 - 52		9
77 - 53		8
77 - 54		7
77 - 55		6
77 - 56		5
77 - 57		4
77 - 58		10
77 - 59		9
77 - 60		8
77 - 61		4
77 - 62		3
77 - 63		2
77 - 64		6
77 - 65		8
77 - 66		10
77 - 67		10
77 - 68		10
77 - 69		9
77 - 70		8
77 - 71		6
77 - 72		10
77 - 73		10
77 - 74		10
77 - 75		5
77 - 76		2
77 - 78		4
78 - 0		5
78 - 1		8
78 - 2		8
78 - 3		8
78 - 4		8
78 - 5		8
78 - 6		8
78 - 7		6
78 - 8		8
78 - 9		8
78 - 10		8
78 - 11		8
78 - 12		8
78 - 13		8
78 - 14		8
78 - 15		8
78 - 16		8
78 - 17		8
78 - 18		6
78 - 19		8
78 - 20		8
78 - 21		8
78 - 22		7
78 - 23		9
78 - 24		6
78 - 25		7
78 - 26		5
78 - 27		8
78 - 28		8
78 - 29		8
78 - 30		8
78 - 31		8
78 - 32		8
78 - 33		6
78 - 34		6
78 - 35		8
78 - 36		9
78 - 37		9
78 - 38		8
78 - 39		4
78 - 40		5
78 - 41		7
78 - 42		8
78 - 43		8
78 - 44		6
78 - 45		9
78 - 46		9
78 - 47		8
78 - 48		7
78 - 49		4
78 - 50		7
78 - 51		6
78 - 52		9
78 - 53		8
78 - 54		7
78 - 55		8
78 - 56		5
78 - 57		6
78 - 58		10
78 - 59		9
78 - 60		8
78 - 61		6
78 - 62		7
78 - 63		2
78 - 64		4
78 - 65		6
78 - 66		8
78 - 67		10
78 - 68		10
78 - 69		9
78 - 70		8
78 - 71		2
78 - 72		8
78 - 73		10
78 - 74		10
78 - 75		9
78 - 76		6
78 - 77		4
78 - 79		4
79 - 0		5
79 - 1		8
79 - 2		8
79 - 3		8
79 - 4		8
79 - 5		8
79 - 6		8
79 - 7		8
79 - 8		8
79 - 9		8
79 - 10		8
79 - 11		6
79 - 12		8
79 - 13		8
79 - 14		8
79 - 15		8
79 - 16		8
79 - 17		8
79 - 18		8
79 - 19		8
79 - 20		8
79 - 21		8
79 - 22		7
79 - 23		7
79 - 24		6
79 - 25		7
79 - 26		7
79 - 27		8
79 - 28		8
79 - 29		6
79 - 30		8
79 - 31		8
79 - 32		8
79 - 33		8
79 - 34		8
79 - 35		8
79 - 36		7
79 - 37		7
79 - 38		8
79 - 39		6
79 - 40		7
79 - 41		7
79 - 42		6
79 - 43		8
79 - 44		8
79 - 45		7
79 - 46		7
79 - 47		8
79 - 48		7
79 - 49		6
79 - 50		5
79 - 51		8
79 - 52		7
79 - 53		8
79 - 54		7
79 - 55		8
79 - 56		7
79 - 57		6
79 - 58		8
79 - 59		9
79 - 60		8
79 - 61		8
79 - 62		9
79 - 63		6
79 - 64		4
79 - 65		6
79 - 66		6
79 - 67		8
79 - 68		10
79 - 69		9
79 - 70		8
79 - 71		2
79 - 72		4
79 - 73		8
79 - 74		10
79 - 75		9
79 - 76		10
79 - 77		8
79 - 78		4
79 - 80		2
80 - 0		5
80 - 1		8
80 - 2		8
80 - 3		8
80 - 4		8
80 - 5		8
80 - 6		8
80 - 7		8
80 - 8		8
80 - 9		8
80 - 10		8
80 - 11		8
80 - 12		8
80 - 13		8
80 - 14		8
80 - 15		6
80 - 16		8
80 - 17		8
80 - 18		8
80 - 19		8
80 - 20		8
80 - 21		8
80 - 22		7
80 - 23		7
80 - 24		6
80 - 25		7
80 - 26		7
80 - 27		8
80 - 28		8
80 - 29		8
80 - 30		8
80 - 31		8
80 - 32		6
80 - 33		8
80 - 34		8
80 - 35		8
80 - 36		7
80 - 37		7
80 - 38		8
80 - 39		6
80 - 40		7
80 - 41		7
80 - 42		8
80 - 43		8
80 - 44		6
80 - 45		7
80 - 46		7
80 - 47		8
80 - 48		7
80 - 49		6
80 - 50		7
80 - 51		6
80 - 52		7
80 - 53		8
80 - 54		7
80 - 55		8
80 - 56		7
80 - 57		8
80 - 58		8
80 - 59		9
80 - 60		8
80 - 61		8
80 - 62		9
80 - 63		8
80 - 64		6
80 - 65		4
80 - 66		4
80 - 67		6
80 - 68		10
80 - 69		9
80 - 70		8
80 - 71		4
80 - 72		2
80 - 73		6
80 - 74		10
80 - 75		9
80 - 76		10
80 - 77		10
80 - 78		6
80 - 79		2
80 - 81		4
81 - 0		5
81 - 1		8
81 - 2		8
81 - 3		8
81 - 4		8
81 - 5		8
81 - 6		8
81 - 7		8
81 - 8		6
81 - 9		8
81 - 10		8
81 - 11		8
81 - 12		8
81 - 13		8
81 - 14		8
81 - 15		8
81 - 16		8
81 - 17		8
81 - 18		8
81 - 19		6
81 - 20		8
81 - 21		8
81 - 22		7
81 - 23		7
81 - 24		8
81 - 25		7
81 - 26		7
81 - 27		6
81 - 28		8
81 - 29		8
81 - 30		8
81 - 31		8
81 - 32		8
81 - 33		8
81 - 34		8
81 - 35		6
81 - 36		7
81 - 37		7
81 - 38		8
81 - 39		8
81 - 40		7
81 - 41		5
81 - 42		8
81 - 43		8
81 - 44		8
81 - 45		5
81 - 46		7
81 - 47		8
81 - 48		7
81 - 49		8
81 - 50		5
81 - 51		8
81 - 52		5
81 - 53		8
81 - 54		7
81 - 55		8
81 - 56		9
81 - 57		6
81 - 58		6
81 - 59		9
81 - 60		8
81 - 61		8
81 - 62		9
81 - 63		10
81 - 64		6
81 - 65		4
81 - 66		4
81 - 67		4
81 - 68		10
81 - 69		9
81 - 70		8
81 - 71		8
81 - 72		2
81 - 73		2
81 - 74		8
81 - 75		9
81 - 76		10
81 - 77		10
81 - 78		10
81 - 79		6
81 - 80		4
81 - 82		4
82 - 0		5
82 - 1		8
82 - 2		8
82 - 3		8
82 - 4		8
82 - 5		8
82 - 6		8
82 - 7		8
82 - 8		8
82 - 9		8
82 - 10		8
82 - 11		8
82 - 12		6
82 - 13		8
82 - 14		8
82 - 15		8
82 - 16		8
82 - 17		8
82 - 18		8
82 - 19		8
82 - 20		8
82 - 21		8
82 - 22		7
82 - 23		7
82 - 24		8
82 - 25		7
82 - 26		7
82 - 27		8
82 - 28		8
82 - 29		8
82 - 30		6
82 - 31		8
82 - 32		8
82 - 33		8
82 - 34		8
82 - 35		8
82 - 36		7
82 - 37		7
82 - 38		6
82 - 39		8
82 - 40		7
82 - 41		7
82 - 42		8
82 - 43		6
82 - 44		8
82 - 45		7
82 - 46		7
82 - 47		6
82 - 48		7
82 - 49		8
82 - 50		7
82 - 51		6
82 - 52		7
82 - 53		6
82 - 54		7
82 - 55		8
82 - 56		9
82 - 57		8
82 - 58		8
82 - 59		7
82 - 60		8
82 - 61		8
82 - 62		9
82 - 63		10
82 - 64		8
82 - 65		6
82 - 66		4
82 - 67		4
82 - 68		8
82 - 69		9
82 - 70		8
82 - 71		10
82 - 72		6
82 - 73		2
82 - 74		4
82 - 75		9
82 - 76		10
82 - 77		10
82 - 78		10
82 - 79		10
82 - 80		8
82 - 81		4
82 - 83		2
83 - 0		5
83 - 1		8
83 - 2		8
83 - 3		8
83 - 4		8
83 - 5		8
83 - 6		8
83 - 7		8
83 - 8		8
83 - 9		8
83 - 10		8
